"","Date","value","zone","species","metric","creation_date"
"50","2023-05-25",8.47980886752508,"RAMP zone 4","epac","CPUE",2023-11-13
"51","2023-05-26",7.67334539330629,"RAMP zone 3","epac","CPUE",2023-11-13
"52","2023-05-26",8.46766783297062,"RAMP zone 4","epac","CPUE",2023-11-13
"53","2023-05-27",7.67656496292803,"RAMP zone 3","epac","CPUE",2023-11-13
"54","2023-05-27",8.45598542738934,"RAMP zone 4","epac","CPUE",2023-11-13
"55","2023-05-28",7.68443292561312,"RAMP zone 3","epac","CPUE",2023-11-13
"56","2023-05-28",8.44821627869898,"RAMP zone 4","epac","CPUE",2023-11-13
"57","2023-05-29",7.7062992283338,"RAMP zone 3","epac","CPUE",2023-11-13
"58","2023-05-29",8.44013472771158,"RAMP zone 4","epac","CPUE",2023-11-13
"59","2023-05-30",7.70981947891414,"RAMP zone 3","epac","CPUE",2023-11-13
"60","2023-05-30",8.42042570138464,"RAMP zone 4","epac","CPUE",2023-11-13
"61","2023-05-31",7.70780201195631,"RAMP zone 3","epac","CPUE",2023-11-13
"62","2023-05-31",8.37954355210674,"RAMP zone 4","epac","CPUE",2023-11-13
"63","2023-06-01",7.72218408851429,"RAMP zone 3","epac","CPUE",2023-11-13
"64","2023-06-01",8.32202974630862,"RAMP zone 4","epac","CPUE",2023-11-13
"65","2023-06-02",7.73630791296099,"RAMP zone 3","epac","CPUE",2023-11-13
"66","2023-06-02",8.28218117234658,"RAMP zone 4","epac","CPUE",2023-11-13
"67","2023-06-03",7.75282809233596,"RAMP zone 3","epac","CPUE",2023-11-13
"68","2023-06-03",8.2748604450907,"RAMP zone 4","epac","CPUE",2023-11-13
"69","2023-06-04",7.79704885204258,"RAMP zone 3","epac","CPUE",2023-11-13
"70","2023-06-04",8.26520355514118,"RAMP zone 4","epac","CPUE",2023-11-13
"71","2023-06-05",7.83165940627196,"RAMP zone 3","epac","CPUE",2023-11-13
"72","2023-06-05",8.2497553151481,"RAMP zone 4","epac","CPUE",2023-11-13
"73","2023-06-06",7.84797952973912,"RAMP zone 3","epac","CPUE",2023-11-13
"74","2023-06-06",8.22171484104225,"RAMP zone 4","epac","CPUE",2023-11-13
"75","2023-06-07",7.85629195167661,"RAMP zone 3","epac","CPUE",2023-11-13
"76","2023-06-07",8.15117466005744,"RAMP zone 4","epac","CPUE",2023-11-13
"77","2023-06-08",7.8787878539933,"RAMP zone 3","epac","CPUE",2023-11-13
"78","2023-06-08",8.1233985837625,"RAMP zone 4","epac","CPUE",2023-11-13
"79","2023-06-09",7.88938280535039,"RAMP zone 3","epac","CPUE",2023-11-13
"80","2023-06-09",8.08457350390298,"RAMP zone 4","epac","CPUE",2023-11-13
"81","2023-06-10",7.89730730336593,"RAMP zone 3","epac","CPUE",2023-11-13
"82","2023-06-10",8.01313467658296,"RAMP zone 4","epac","CPUE",2023-11-13
"83","2023-06-11",7.92118242478301,"RAMP zone 3","epac","CPUE",2023-11-13
"84","2023-06-11",7.9685677160718,"RAMP zone 4","epac","CPUE",2023-11-13
"85","2023-06-12",7.91775456417439,"RAMP zone 3","epac","CPUE",2023-11-13
"86","2023-06-12",7.91681144718005,"RAMP zone 4","epac","CPUE",2023-11-13
"87","2023-06-13",7.9062761235549,"RAMP zone 3","epac","CPUE",2023-11-13
"88","2023-06-13",7.82226445002823,"RAMP zone 4","epac","CPUE",2023-11-13
"89","2023-06-14",7.90496297509864,"RAMP zone 3","epac","CPUE",2023-11-13
"90","2023-06-14",7.72093330809504,"RAMP zone 4","epac","CPUE",2023-11-13
"91","2023-06-15",7.92079173262383,"RAMP zone 3","epac","CPUE",2023-11-13
"92","2023-06-15",7.6513141348882,"RAMP zone 4","epac","CPUE",2023-11-13
"93","2023-06-16",7.92960377734934,"RAMP zone 3","epac","CPUE",2023-11-13
"94","2023-06-16",7.59636780461487,"RAMP zone 4","epac","CPUE",2023-11-13
"95","2023-06-17",7.91010280418058,"RAMP zone 3","epac","CPUE",2023-11-13
"96","2023-06-17",7.46296836241167,"RAMP zone 4","epac","CPUE",2023-11-13
"97","2023-06-18",7.89666835032403,"RAMP zone 3","epac","CPUE",2023-11-13
"98","2023-06-18",7.35637430766864,"RAMP zone 4","epac","CPUE",2023-11-13
"99","2023-06-19",7.90028547045103,"RAMP zone 3","epac","CPUE",2023-11-13
"100","2023-06-19",7.31512863477502,"RAMP zone 4","epac","CPUE",2023-11-13
"101","2023-06-20",7.88223234195869,"RAMP zone 3","epac","CPUE",2023-11-13
"102","2023-06-20",7.23309984474766,"RAMP zone 4","epac","CPUE",2023-11-13
"103","2023-06-21",7.84982531898937,"RAMP zone 3","epac","CPUE",2023-11-13
"104","2023-06-21",7.15261426750495,"RAMP zone 4","epac","CPUE",2023-11-13
"105","2023-06-22",7.80162998015971,"RAMP zone 3","epac","CPUE",2023-11-13
"106","2023-06-22",7.04389798057323,"RAMP zone 4","epac","CPUE",2023-11-13
"107","2023-06-23",7.77884706499618,"RAMP zone 3","epac","CPUE",2023-11-13
"108","2023-06-23",6.9503027362787,"RAMP zone 4","epac","CPUE",2023-11-13
"109","2023-06-24",7.75562906650783,"RAMP zone 3","epac","CPUE",2023-11-13
"110","2023-06-24",6.8708482983237,"RAMP zone 4","epac","CPUE",2023-11-13
"111","2023-06-25",7.72838277885214,"RAMP zone 3","epac","CPUE",2023-11-13
"112","2023-06-25",6.81343710690129,"RAMP zone 4","epac","CPUE",2023-11-13
"113","2023-06-26",7.71078788341824,"RAMP zone 3","epac","CPUE",2023-11-13
"114","2023-06-26",6.77885904001946,"RAMP zone 4","epac","CPUE",2023-11-13
"115","2023-06-27",7.71343282073043,"RAMP zone 3","epac","CPUE",2023-11-13
"116","2023-06-27",6.77203828509973,"RAMP zone 4","epac","CPUE",2023-11-13
"117","2023-06-28",7.73413259492711,"RAMP zone 3","epac","CPUE",2023-11-13
"118","2023-06-28",6.77840037224244,"RAMP zone 4","epac","CPUE",2023-11-13
"119","2023-06-29",7.74445458579549,"RAMP zone 3","epac","CPUE",2023-11-13
"120","2023-06-29",6.77710096811762,"RAMP zone 4","epac","CPUE",2023-11-13
"121","2023-06-30",7.77225783224716,"RAMP zone 3","epac","CPUE",2023-11-13
"122","2023-06-30",6.79919517283537,"RAMP zone 4","epac","CPUE",2023-11-13
"123","2023-07-01",7.79473231698191,"RAMP zone 3","epac","CPUE",2023-11-13
"124","2023-07-01",6.82304509437206,"RAMP zone 4","epac","CPUE",2023-11-13
"125","2023-07-02",7.78120487157342,"RAMP zone 3","epac","CPUE",2023-11-13
"126","2023-07-02",6.81762671484327,"RAMP zone 4","epac","CPUE",2023-11-13
"127","2023-07-03",7.75207696075356,"RAMP zone 3","epac","CPUE",2023-11-13
"128","2023-07-03",6.76052379110942,"RAMP zone 4","epac","CPUE",2023-11-13
"129","2023-07-04",7.71608016787227,"RAMP zone 3","epac","CPUE",2023-11-13
"130","2023-07-04",6.67570259953488,"RAMP zone 4","epac","CPUE",2023-11-13
"131","2023-07-05",7.64879072007052,"RAMP zone 3","epac","CPUE",2023-11-13
"132","2023-07-05",6.5874421246958,"RAMP zone 4","epac","CPUE",2023-11-13
"133","2023-07-06",7.60721382342799,"RAMP zone 3","epac","CPUE",2023-11-13
"134","2023-07-06",6.54391880309095,"RAMP zone 4","epac","CPUE",2023-11-13
"135","2023-07-07",7.5997362279788,"RAMP zone 3","epac","CPUE",2023-11-13
"136","2023-07-07",6.55755794291594,"RAMP zone 4","epac","CPUE",2023-11-13
"137","2023-07-08",7.61179394634484,"RAMP zone 3","epac","CPUE",2023-11-13
"138","2023-07-08",6.64220945502498,"RAMP zone 4","epac","CPUE",2023-11-13
"139","2023-07-09",7.58006999065536,"RAMP zone 3","epac","CPUE",2023-11-13
"140","2023-07-09",6.66876219344534,"RAMP zone 4","epac","CPUE",2023-11-13
"141","2023-07-10",7.58486701556763,"RAMP zone 3","epac","CPUE",2023-11-13
"142","2023-07-10",6.70935850801441,"RAMP zone 4","epac","CPUE",2023-11-13
"143","2023-07-11",7.59997143990598,"RAMP zone 3","epac","CPUE",2023-11-13
"144","2023-07-11",6.74217085256336,"RAMP zone 4","epac","CPUE",2023-11-13
"145","2023-07-12",7.58404406435181,"RAMP zone 3","epac","CPUE",2023-11-13
"146","2023-07-12",6.75906407994275,"RAMP zone 4","epac","CPUE",2023-11-13
"147","2023-07-13",7.57036208764238,"RAMP zone 3","epac","CPUE",2023-11-13
"148","2023-07-13",6.7732919478751,"RAMP zone 4","epac","CPUE",2023-11-13
"149","2023-07-14",7.60229848177974,"RAMP zone 3","epac","CPUE",2023-11-13
"150","2023-07-14",6.84695048650004,"RAMP zone 4","epac","CPUE",2023-11-13
"151","2023-07-15",7.62802980980987,"RAMP zone 3","epac","CPUE",2023-11-13
"152","2023-07-15",6.91747238087107,"RAMP zone 4","epac","CPUE",2023-11-13
"153","2023-07-16",7.63294845949425,"RAMP zone 3","epac","CPUE",2023-11-13
"154","2023-07-16",6.9608847773805,"RAMP zone 4","epac","CPUE",2023-11-13
"155","2023-07-17",7.65312210081665,"RAMP zone 3","epac","CPUE",2023-11-13
"156","2023-07-17",6.99977914751792,"RAMP zone 4","epac","CPUE",2023-11-13
"157","2023-07-18",7.67602814152447,"RAMP zone 3","epac","CPUE",2023-11-13
"158","2023-07-18",7.0706234225205,"RAMP zone 4","epac","CPUE",2023-11-13
"159","2023-07-19",7.6809416792767,"RAMP zone 3","epac","CPUE",2023-11-13
"160","2023-07-19",7.0998052271045,"RAMP zone 4","epac","CPUE",2023-11-13
"161","2023-07-20",7.63951344235779,"RAMP zone 3","epac","CPUE",2023-11-13
"162","2023-07-20",7.05918817033573,"RAMP zone 4","epac","CPUE",2023-11-13
"163","2023-07-21",7.6173361698328,"RAMP zone 3","epac","CPUE",2023-11-13
"164","2023-07-21",7.04498455901535,"RAMP zone 4","epac","CPUE",2023-11-13
"165","2023-07-22",7.60372251270577,"RAMP zone 3","epac","CPUE",2023-11-13
"166","2023-07-22",7.03672347579684,"RAMP zone 4","epac","CPUE",2023-11-13
"167","2023-07-23",7.60311218571503,"RAMP zone 3","epac","CPUE",2023-11-13
"168","2023-07-23",7.04378788373908,"RAMP zone 4","epac","CPUE",2023-11-13
"169","2023-07-24",7.62642060636088,"RAMP zone 3","epac","CPUE",2023-11-13
"170","2023-07-24",7.07567664311857,"RAMP zone 4","epac","CPUE",2023-11-13
"171","2023-07-25",7.65305702799801,"RAMP zone 3","epac","CPUE",2023-11-13
"172","2023-07-25",7.1116741171905,"RAMP zone 4","epac","CPUE",2023-11-13
"173","2023-07-26",7.66758988101339,"RAMP zone 3","epac","CPUE",2023-11-13
"174","2023-07-26",7.13828378112949,"RAMP zone 4","epac","CPUE",2023-11-13
"175","2023-07-27",7.67195806262452,"RAMP zone 3","epac","CPUE",2023-11-13
"176","2023-07-27",7.14272944659603,"RAMP zone 4","epac","CPUE",2023-11-13
"177","2023-07-28",7.6586137135015,"RAMP zone 3","epac","CPUE",2023-11-13
"178","2023-07-28",7.14042662842845,"RAMP zone 4","epac","CPUE",2023-11-13
"179","2023-07-29",7.6050225553471,"RAMP zone 3","epac","CPUE",2023-11-13
"180","2023-07-29",7.11303101823646,"RAMP zone 4","epac","CPUE",2023-11-13
"181","2023-07-30",7.56121980052355,"RAMP zone 3","epac","CPUE",2023-11-13
"182","2023-07-30",7.08361453699822,"RAMP zone 4","epac","CPUE",2023-11-13
"183","2023-07-31",7.53029833482795,"RAMP zone 3","epac","CPUE",2023-11-13
"184","2023-07-31",7.05576862692833,"RAMP zone 4","epac","CPUE",2023-11-13
"185","2023-08-01",7.51955792385825,"RAMP zone 3","epac","CPUE",2023-11-13
"186","2023-08-01",7.04078365734645,"RAMP zone 4","epac","CPUE",2023-11-13
"187","2023-08-02",7.50363492108015,"RAMP zone 3","epac","CPUE",2023-11-13
"188","2023-08-02",7.03850897351394,"RAMP zone 4","epac","CPUE",2023-11-13
"189","2023-08-03",7.54907771477173,"RAMP zone 3","epac","CPUE",2023-11-13
"190","2023-08-03",7.08457744012074,"RAMP zone 4","epac","CPUE",2023-11-13
"191","2023-08-04",7.63483810303516,"RAMP zone 3","epac","CPUE",2023-11-13
"192","2023-08-04",7.14685682049211,"RAMP zone 4","epac","CPUE",2023-11-13
"193","2023-08-05",7.76408037508643,"RAMP zone 3","epac","CPUE",2023-11-13
"194","2023-08-05",7.23113671224944,"RAMP zone 4","epac","CPUE",2023-11-13
"195","2023-08-06",7.83546768596699,"RAMP zone 3","epac","CPUE",2023-11-13
"196","2023-08-06",7.3094328628815,"RAMP zone 4","epac","CPUE",2023-11-13
"197","2023-08-07",7.89417952209235,"RAMP zone 3","epac","CPUE",2023-11-13
"198","2023-08-07",7.3625535870085,"RAMP zone 4","epac","CPUE",2023-11-13
"199","2023-08-08",7.89691578254623,"RAMP zone 3","epac","CPUE",2023-11-13
"200","2023-08-08",7.35381693085846,"RAMP zone 4","epac","CPUE",2023-11-13
"201","2023-08-09",7.89006543952192,"RAMP zone 3","epac","CPUE",2023-11-13
"202","2023-08-09",7.30791577976577,"RAMP zone 4","epac","CPUE",2023-11-13
"203","2023-08-10",7.85142547334003,"RAMP zone 3","epac","CPUE",2023-11-13
"204","2023-08-10",7.24470914868372,"RAMP zone 4","epac","CPUE",2023-11-13
"205","2023-08-11",7.8451462021574,"RAMP zone 3","epac","CPUE",2023-11-13
"206","2023-08-11",7.21131958967569,"RAMP zone 4","epac","CPUE",2023-11-13
"207","2023-08-12",7.84176676573102,"RAMP zone 3","epac","CPUE",2023-11-13
"208","2023-08-12",7.17213781232737,"RAMP zone 4","epac","CPUE",2023-11-13
"209","2023-08-13",7.83516956038426,"RAMP zone 3","epac","CPUE",2023-11-13
"210","2023-08-13",7.12508997199487,"RAMP zone 4","epac","CPUE",2023-11-13
"211","2023-08-14",7.72911739132779,"RAMP zone 3","epac","CPUE",2023-11-13
"212","2023-08-14",6.90776198627997,"RAMP zone 4","epac","CPUE",2023-11-13
"213","2023-08-15",7.70804584156289,"RAMP zone 3","epac","CPUE",2023-11-13
"214","2023-08-15",6.70901716485315,"RAMP zone 4","epac","CPUE",2023-11-13
"215","2023-08-16",7.74832475393317,"RAMP zone 3","epac","CPUE",2023-11-13
"216","2023-08-16",6.47401056241016,"RAMP zone 4","epac","CPUE",2023-11-13
"217","2023-08-17",7.21687354684569,"RAMP zone 3","epac","CPUE",2023-11-14
"218","2023-08-17",7.22935967664329,"RAMP zone 4","epac","CPUE",2023-11-14
"219","2023-08-18",7.14496918962619,"RAMP zone 3","epac","CPUE",2023-11-14
"220","2023-08-18",7.2144816422949,"RAMP zone 4","epac","CPUE",2023-11-14
"221","2023-08-19",7.07759027958436,"RAMP zone 3","epac","CPUE",2023-11-13
"222","2023-08-19",7.15457166627962,"RAMP zone 4","epac","CPUE",2023-11-13
"223","2023-08-20",7.01726097366664,"RAMP zone 3","epac","CPUE",2023-11-13
"224","2023-08-20",7.08556228803129,"RAMP zone 4","epac","CPUE",2023-11-13
"225","2023-08-21",6.95734854181145,"RAMP zone 3","epac","CPUE",2023-11-13
"226","2023-08-21",7.01402988543316,"RAMP zone 4","epac","CPUE",2023-11-13
"227","2023-08-22",6.8782854024754,"RAMP zone 3","epac","CPUE",2023-11-14
"228","2023-08-22",6.90528294723861,"RAMP zone 4","epac","CPUE",2023-11-14
"229","2023-08-23",6.779836917426,"RAMP zone 3","epac","CPUE",2023-11-14
"230","2023-08-23",6.81812898066579,"RAMP zone 4","epac","CPUE",2023-11-14
"231","2023-08-24",6.72713232088054,"RAMP zone 3","epac","CPUE",2023-11-14
"232","2023-08-24",6.75408857452626,"RAMP zone 4","epac","CPUE",2023-11-14
"233","2023-08-25",6.67957712973057,"RAMP zone 3","epac","CPUE",2023-11-14
"234","2023-08-25",6.69454052715885,"RAMP zone 4","epac","CPUE",2023-11-14
"235","2023-08-26",6.62673012358895,"RAMP zone 3","epac","CPUE",2023-11-14
"236","2023-08-26",6.65443906930028,"RAMP zone 4","epac","CPUE",2023-11-14
"237","2023-08-27",6.57887819471098,"RAMP zone 3","epac","CPUE",2023-11-14
"238","2023-08-27",6.63655043694438,"RAMP zone 4","epac","CPUE",2023-11-14
"239","2023-08-28",6.5296496120444,"RAMP zone 3","epac","CPUE",2023-11-14
"240","2023-08-28",6.63294274198766,"RAMP zone 4","epac","CPUE",2023-11-14
"241","2023-08-29",6.50246705807919,"RAMP zone 3","epac","CPUE",2023-11-14
"242","2023-08-29",6.63636890880916,"RAMP zone 4","epac","CPUE",2023-11-14
"243","2023-08-30",6.48205162550128,"RAMP zone 3","epac","CPUE",2023-11-14
"244","2023-08-30",6.63497477976643,"RAMP zone 4","epac","CPUE",2023-11-14
"245","2023-08-31",6.47591936614278,"RAMP zone 3","epac","CPUE",2023-11-14
"246","2023-08-31",6.63615931242096,"RAMP zone 4","epac","CPUE",2023-11-14
